,DisasterId,DisasterSubgroup,DisasterType,Event Name,Origin
1236,10989,Climatological,Wildfire,,"Lightening, drought, wind"
1237,10993,Geophysical,Volcanic activity,Mt. Ambrym,
1238,10998,Meteorological,Storm,"Typhhon ""Dante"" (Kujira)",
1239,10999,Meteorological,Storm,"Typhoon ""Emong"" (Chanom)",
1240,11010,Meteorological,Storm,Cyclones Eric and Fanele,
1241,11011,Meteorological,Storm,"Tropical storm ""Izilda""",
1242,11016,Meteorological,Storm,"Tropical storm ""Jade""",
1243,11036,Hydrological,Landslide,,High temperatures
1244,11038,Hydrological,Flood,,"Snowmelt, hevay rain"
1245,11041,Climatological,Wildfire,,Record temperatures and strong winds
1246,11044,Hydrological,Flood,,Intense monsoonal activity
1247,11047,Hydrological,Flood,,Heavy rain and melting snow
1248,11067,Meteorological,Storm,Typhoon Morakot (Kiko),
1249,11091,Meteorological,Storm,"Typhoon ""Koppu""",
1250,11092,Meteorological,Storm,"Tropical cylone ""Goni""",
1251,11093,Meteorological,Storm,Cyclone 'Mick',
1252,11096,Climatological,Drought,,Low precipitations
1253,11097,Climatological,Drought,,Failed rains
1254,11100,Climatological,Drought,,La Nina
1255,11111,Hydrological,Flood,,Tropical cyclone Laurence
1256,11112,Hydrological,Flood,,Hevay rains and two cylones Ellie and Charlotte
1257,11118,Hydrological,Flood,,Continuous rainfall and opening of Nagbéto dam in Togo
1258,11131,Meteorological,Storm,Hurricane Bill,
1259,11141,Meteorological,Storm,"Typhoon ""Pepeng"" (Parma)",
1260,11151,Climatological,Drought,,"Poor rainy season, El NIno"
1261,11158,Hydrological,Flood,,Heavy rains and Dam Release
1262,11167,Hydrological,Flood,,Heavy torrential rains
1263,11178,Meteorological,Storm,Cyclone Phyan,
1264,11187,Meteorological,Storm,Typhoon Fanapi,
1265,11188,Meteorological,Storm,Tropical storm Matthew,
1266,11190,Meteorological,Storm,Tropical storm 'Nicole',
1267,11203,Hydrological,Flood,,Heavy monsoonal rains
1268,11206,Hydrological,Flood,,"Heavy rains, system of low pressure in combination with Tropical Storm Tomas"
1269,11208,Meteorological,Storm,Hurricane Tomas,
1270,11212,Meteorological,Storm,Hurricane Agatha,
1271,11231,Meteorological,Storm,"Cyclone ""Laila""",
1272,11232,Climatological,Drought,,Severe dry conditions
1273,11233,Meteorological,Storm,Hurricane Earl,
1274,11236,Meteorological,Storm,"Cyclone ""Tomas""",
1275,11237,Meteorological,Storm,Xynthia,
1276,11243,Meteorological,Storm,Cyclone Jal,
1277,11244,Geophysical,Volcanic activity,Eyjafjallajokull,
1278,11260,Hydrological,Flood,,"Cyclone Tasha, La Nina"
1279,11261,Meteorological,Storm,"Cyclone ""Ului""",
1280,11265,Climatological,Drought,,Rainfall deficit in October December 2010
1281,11283,Hydrological,Flood,,"El Nino, Heavy rains"
1282,11292,Climatological,Drought,,Extremely dry conditipns
1283,11313,Hydrological,Landslide,,Heavy snow
1284,11314,Meteorological,Storm,Typhoon Conson (Basyang),
1285,11315,Meteorological,Storm,Typhoon Megi (Juan),
1286,11316,Meteorological,Storm,Typhoon Meranti,
1287,11322,Hydrological,Flood,,"Heavy rains, La Nina"
1288,11327,Climatological,Wildfire,,Dry conditions
1289,11335,Hydrological,Flood,,Torrentail rains
1290,11339,Hydrological,Flood,,Torrential rainfall
1291,11355,Hydrological,Flood,,Heavy rains and opening of the gates of dikes
1292,11364,Geophysical,Volcanic activity,Pacaya volcano,
1293,11365,Hydrological,Landslide,,"Heavy rains, convergence of two low-pressure systems"
1294,11366,Meteorological,Storm,"Tropical storm ""Alex""",
1295,11368,Meteorological,Storm,Typhoon Chanthu,
1296,11379,Geophysical,Volcanic activity,Mt. Sinabung,
1297,11384,Hydrological,Landslide,,Heavy rains and human work
1298,11405,Hydrological,Flood,,"Torrential rain, La Nina"
1299,11417,Meteorological,Storm,Hurricane Irene,
1300,11419,Meteorological,Storm,"Tropical Cyclone ""Yasi""",
1301,11422,Meteorological,Storm,"Typhoon ""Kabayan"" (Muifa)",
1302,11427,Geophysical,Volcanic activity,"Volcano ""Puyehue""",
1303,11432,Hydrological,Flood,,Fonte des neiges et pluies
1304,11434,Hydrological,Flood,,Continuous torrential rain combined with monsoonal depression
1305,11451,Meteorological,Storm,"Tropical storm ""Dodong"" (Sarika)",
1306,11459,Meteorological,Storm,"Tropical storm ""Emily""",
1307,11465,Meteorological,Storm,"Tropical storm ""Dora""",
1308,11472,Hydrological,Flood,,Mosnoonal rains
1309,11478,Meteorological,Storm,Tropical depression Maring,
1310,11479,Meteorological,Storm,Tropical Depression Nando,
1311,11481,Meteorological,Storm,"Hurricane ""Ida""",
1312,11483,Meteorological,Storm,Hurricane Jimena,
1313,11487,Meteorological,Storm,"Topical Storm ""Feria"" (Nangka)",
1314,11488,Hydrological,Flood,,"El Nino, exceptional heavy rains"
1315,11497,Meteorological,Storm,Tropical storm Labuyo (Dujuan),
1316,11498,Meteorological,Storm,"Tropical storm ""Mirinae"" (Santi)",
1317,11499,Meteorological,Storm,"Tropical depression ""Urduja""",
1318,11511,Meteorological,Storm,"Typhoon ""Etau""",
1319,11512,Meteorological,Storm,"Tropical storm ""Ondoy"" (Ketsana)",
1320,11515,Meteorological,Storm,Goni (Jolina),
1321,11520,Climatological,Drought,,Irregular rain
1322,11522,Climatological,Drought,,"Poor, irregular, dispersed and eraly cessation of rainfall"
1323,11523,Meteorological,Storm,"TYphoon ""Melor""",
1324,11541,Hydrological,Flood,,"Heavy rain, cold front"
1325,11573,Meteorological,Storm,"Tropical Storm ""Isang"" (Molave)",
1326,11580,Hydrological,Flood,,Continuous rainfall
1327,11582,Climatological,Drought,,"La Nina and El Nino, deforestation"
1328,11611,Meteorological,Storm,"Tropical storm ""Hubert""",
1329,11613,Meteorological,Storm,Typhoon Kompasu,
1330,11622,Meteorological,Storm,Hurricane Frank,
1331,11623,Meteorological,Storm,Cyclone 'Giri',
1332,11625,Meteorological,Storm,"Cyclone ""Oli""",
1333,11627,Hydrological,Flood,,"Heavy rains, Long Rains Season (March-June)"
1334,11629,Hydrological,Flood,,Heavy rains associated with Tropical Depression 11E
1335,11632,Hydrological,Flood,,Heavy rain and snow
1336,11634,Hydrological,Flood,,Low pressure system interacting with Tropical Storm Tomas
1337,11638,Hydrological,Flood,,Continuous rains due to tail-end of a cold front
1338,11644,Hydrological,Flood,,"Heavy rain, Snowmelt and rise of temperature"
1339,11651,Climatological,Wildfire,,Heat wave and drought
1340,11653,Meteorological,Storm,Hurricane 'Karl',
1341,11654,Meteorological,Storm,"Cyclone ""Phet""",
1342,11660,Meteorological,Storm,Tropical storm Hermine,
1343,11663,Climatological,Drought,,Seasonal rain above the average in 2010 and 2011
1344,11665,Climatological,Drought,,Failure of Gu and Deyr rain y seasons in 2009
1345,11667,Meteorological,Storm,Tropical storm Ester (Dianmu),
1346,11706,Hydrological,Flood,,"Intermittent rain, tropical depression Agatha"
1347,11731,Hydrological,Flood,,Moderate and heavy rain
1348,11732,Hydrological,Landslide,,Continuous heavy rains
1349,11745,Hydrological,Flood,,Sharp increase in temperatures triggering melting snow
1350,11759,Hydrological,Flood,,Tropical Depression
1351,11775,Hydrological,Flood,,"Heavy rains, Moonson rain"
1352,11801,Hydrological,Flood,,Heavy rains associated with Tropical depression 14
1353,11806,Meteorological,Storm,Typhoon Mindulle,
1354,11807,Meteorological,Storm,"Tropical storm ""Beatrix""",
1355,11808,Meteorological,Storm,Typhoon Bebeng (Aere),
1356,11810,Meteorological,Storm,"Topical storm ""Meari"" (Falcon)",
1357,11811,Meteorological,Storm,Topical storm Juaning (Nock-ten),
1358,11816,Meteorological,Storm,"Tropical Storm ""Arlene""",
1359,11819,Hydrological,Flood,,"Tropical storm Nock-Ten, Monsoonal rains"
1360,11827,Hydrological,Flood,,"Monsoonal rains, tropical storms"
1361,11833,Climatological,Wildfire,,Lightning
1362,11834,Meteorological,Storm,Tropical Cyclone'Bingiza',
1363,11843,Hydrological,Flood,,Abundant snowmelt and heavy rains
1364,11845,Hydrological,Flood,,Tropical storm Haima
1365,11880,Meteorological,Storm,Typhoon Mina (Nanmadol),
1366,11893,Meteorological,Storm,Tropical cyclone Wilma,
1367,11901,Climatological,Wildfire,,"Drought, high temperatures and strong winds"
1368,11906,Climatological,Drought,,"Bad distibution of rain, conflict and bad recolt"
1369,11907,Geophysical,Volcanic activity,Mt. Garet,
1370,11920,Hydrological,Flood,,Heavy and constant rain
1371,11937,Hydrological,Flood,,"Heavy rains, Rapid snow melting"
1372,11945,Hydrological,Flood,,Rainfall
1373,11951,Hydrological,Flood,,Tropical Depression 12-E
1374,11952,Hydrological,Flood,,"Heavy rains, Tropical Depression 12-E"
1375,11956,Meteorological,Storm,Typhoon Pedring (Nesat),
1376,11957,Meteorological,Storm,Tropical storm Orphelia,
1377,11959,Climatological,Drought,,Limited snowfall and rainfall
1378,11961,Climatological,Drought,,"Consecutive seasons of poor rainfall, rapid population growth, sustained high food prices, endemic poverty"
1379,11963,Meteorological,Storm,Joachim,
1380,11965,Meteorological,Storm,"Tropical cyclone ""Vania""",
1381,11983,Climatological,Wildfire,,"Dry conditions, strong winds"
1382,11984,Meteorological,Extreme temperature ,,Cold front
1383,11985,Climatological,Wildfire,,"High temperatures, vrable winds, human beings"
1384,11990,Meteorological,Storm,Tropical Storm Haima (Egay),
1385,12014,Hydrological,Flood,,"Monsoonal rains, dam releases"
1386,12017,Meteorological,Storm,Cyclone Thane,
1387,12018,Meteorological,Storm,Tropical storm Gener (Saola),
1388,12019,Hydrological,Flood,,"Snow, heavy rains and hail"
1389,12020,Meteorological,Storm,Hurricane Sandy,
1390,12022,Climatological,Drought,,"Late, erratic and unevenly distributed rainbfall during 2011/2012"
1391,12023,Meteorological,Storm,Tropical Cyclone Iggy,
1392,12024,Meteorological,Storm,Cyclone Nilam,
1393,12035,Hydrological,Flood,,Low pressure systeù
1394,12037,Hydrological,Flood,,"Heavy rains, TRopical depression"
1395,12054,Meteorological,Storm,Typhoon Vicente,
1396,12055,Meteorological,Storm,Typhoon Damrey,
1397,12059,Hydrological,Flood,,"Torrential rain, continuous precipittaion and melting of huge accumulation of snow"
1398,12063,Hydrological,Landslide,,Redoux after heavy snow
1399,12094,Hydrological,Flood,,Snowmelt and heavy rains
1400,12098,Hydrological,Flood,Heavy rains,Heavy rains
1401,12116,Hydrological,Flood,,Typhoon Bolaven
1402,12118,Meteorological,Storm,Typhoon Haikui,
1403,12119,Meteorological,Storm,TYphoon Kai-Tak,
1404,12120,Meteorological,Storm,Typhoon Son Tinh (Ofel),
1405,12132,Meteorological,Storm,Hurricane Isaac,
1406,12147,Hydrological,Flood,,"Heavy rains, tropical depression TD17F-2012"
1407,12148,Meteorological,Storm,Cyclone Evan,
1408,12152,Hydrological,Flood,,"Heavy rains, hurricane Nadine"
1409,12154,Hydrological,Flood,,On emonth worth-of-rainfall
1410,12167,Hydrological,Flood,,Strong rains
1411,12189,Meteorological,Storm,Storm Dirk,
1412,12192,Meteorological,Storm,Storm Xaver,
1413,12193,Meteorological,Storm,Tropical storm Fitow,
1414,12218,Meteorological,Storm,Ex-Tropical cyclone Oswald,
1415,12221,Meteorological,Storm,Tropical storm Utor (Labuyo),
1416,12222,Meteorological,Storm,Typhoon Trami (Maring),
1417,12223,Meteorological,Storm,Tropical storm Jebi,
1418,12238,Climatological,Wildfire,,"Heat wave, dry conditions and gusty winds"
1419,12239,Climatological,Wildfire,,High temperature and violent winds
1420,12248,Meteorological,Storm,Tropical cyclone Mahasen,
1421,12252,Hydrological,Landslide,,Excessive rains
1422,12273,Hydrological,Flood,,Prolonged heavy rainfall
1423,12274,Hydrological,Flood,,Excessive rainfall
1424,12278,Hydrological,Flood,,Sweeping cold front with heavy snowfall and rains
1425,12281,Hydrological,Landslide,,Persitent rain
1426,12282,Meteorological,Storm,Typhoon Soulik,
1427,12283,Meteorological,Storm,Typhoon Rumbia,
1428,12284,Meteorological,Storm,Tropical storm Ciramon,
1429,12285,Meteorological,Storm,Typhoon Usagi (Odette),
1430,12286,Meteorological,Storm,Typhoon Wutip ,
1431,12287,Meteorological,Storm,Typhoon Haiyan (Yolanda),
1432,12297,Meteorological,Storm,Storm Christian,
1433,12329,Hydrological,Flood,,Moonsonal rains
1434,12336,Hydrological,Flood,,Heavy rains enhanced by Tropical cyclone Rusty
1435,12347,Hydrological,Flood,,Maybe linked to an earthquake
1436,12350,Climatological,Wildfire,,"Extreme heat, dry conditions and gusty winds"
1437,12352,Hydrological,Landslide,,Violent weather
1438,12360,Meteorological,Storm,Typhoon Talas,
1439,12362,Meteorological,Storm,Hurricane Jova,
1440,12363,Meteorological,Storm,Tropical storm Washi (Sendong),
1441,12364,Hydrological,Flood,,Torrenial rain
1442,12366,Hydrological,Flood,,Tropical storm 2
1443,12374,Meteorological,Storm,Typhoon Quiel (Nalgae),
1444,12379,Meteorological,Storm,Typhoon Ma-on,
1445,12380,Meteorological,Storm,Typhoon Roke,
1446,12381,Meteorological,Storm,Typhoon Chedeng (Songda),
1447,12383,Climatological,Drought,,Polonged periods of drought follwoed by excessive rains
1448,12384,Climatological,Drought,,Insufficient rainfall
1449,12386,Climatological,Drought,,"Dry spells and pests, bad harvests 2010/2011"
1450,12388,Climatological,Drought,,Poor rainy season
1451,12391,Meteorological,Storm,Hurricane Nate,
1452,12400,Hydrological,Flood,,Heavy raisn and storms
1453,12401,Hydrological,Flood,,"Heavy rains, tropical storm"
1454,12410,Hydrological,Flood,,Storms
1455,12420,Meteorological,Storm,Keila,
1456,12425,Geophysical,Volcanic activity,Mt. Taal ,
1457,12431,Hydrological,Flood,,Low Pressure Area and Tail End of the Cold FRont
1458,12434,Meteorological,Storm,Tropical Storm Ramon (Banyan),
1459,12451,Meteorological,Storm,Typhoon Tembin,
1460,12452,Meteorological,Storm,"Tropical depression ""Irina""",
1461,12457,Meteorological,Storm,Tropical storm Wukong (Quinta),
1462,12475,Meteorological,Storm,Cyclone Funso,
1463,12476,Meteorological,Storm,Cyclone Giovanna,
1464,12478,Meteorological,Storm,Tropical Storm Dando,
1465,12482,Meteorological,Storm,Typhoon Igme (Tembin),
1466,12483,Meteorological,Storm,Typhoon Lawin (Jelawat),
1467,12484,Meteorological,Storm,Typhoon Bolaven,
1468,12485,Climatological,Drought,,"Lenthly dry spells overt past 3 years, current high food prices and recent devaluation of the currency"
1469,12487,Climatological,Drought,,Environmenatl effectes associated with la Nina lead to disruption of rain patterns
1470,12488,Climatological,Drought,,Insufficent rains
1471,12505,Meteorological,Storm,Typhoon Jelawat,
1472,12506,Meteorological,Storm,Typhoon Sanba,
1473,12507,Hydrological,Flood,,Quick snow melting and heavy rains
1474,12521,Climatological,Drought,,Combined impact of poor rainfall and extremely high temperatures
1475,12524,Meteorological,Storm,Hurricane Carlotta,
1476,12553,Hydrological,Flood,,Tail-end of a cold front
1477,12554,Hydrological,Flood,,Effects of low pressure area
1478,12556,Hydrological,Flood,,Monsoonal rain enhnaced by Typhoon Haikui and Saola
1479,12561,Meteorological,Storm,Typhoon Karen,
1480,12562,Meteorological,Storm,Tropical Storm Marce (Gaemi),
1481,12563,Meteorological,Storm,Typhoon Bopha,
1482,12574,Hydrological,Flood,,"Temperature, melting snow and spring rains"
1483,12620,Meteorological,Storm,Tropical storm Fernand,
1484,12621,Meteorological,Storm,Hurricane Manuel ,
1485,12622,Meteorological,Storm,Hurricane Ingrid,
1486,12624,Meteorological,Storm,Typhoon Wipha,
1487,12625,Hydrological,Flood,,"Heavy rains, low level troug system"
1488,12628,Meteorological,Storm,Cyclone Phailin,
1489,12629,Meteorological,Storm,Cyclone 3A,
1490,12635,Hydrological,Flood,,"Monsoonal rain (HABAGAT), enhanced by Tropical Storm Maring (Trami)"
1491,12646,Meteorological,Storm,Tropical storm Man-Yi,
1492,12647,Meteorological,Storm,Tropical cyclone Haruna,
1493,12649,Meteorological,Storm,Tropcal storm Auring,
1494,12650,Meteorological,Storm,Tropical storm Nari (SAnti),
1495,12651,Meteorological,Storm,Typhoon Krosa (Vinta),
1496,12652,Meteorological,Storm,Winter storm Alexa,
1497,12653,Meteorological,Storm,Topical Depression Feleng,
1498,12654,Climatological,Drought,,Limited rainfall
1499,12656,Hydrological,Flood,,"Continuous showers and thuderstorms, Effect of Continuous Rain and Thunderstorms Due to Intertropical Convergence Zone"
1500,12664,Hydrological,Flood,,Cyclone Cleopatra
1501,12669,Meteorological,Storm,Tropical storm Toraji,
1502,12675,Hydrological,Flood,,Monsoonal rains and Typhoon Usagi
1503,12676,Hydrological,Flood,,Persitent rains
1504,12677,Hydrological,Flood,, Tropical Depression 18
1505,12681,Hydrological,Flood,,Monsoon rainfall
1506,12685,Meteorological,Storm,Hurricane Barbara,
1507,12686,Climatological,Drought,,Prolonged dry weather
1508,12718,Geophysical,Volcanic activity,Mount Ubinas,
1509,12724,Meteorological,Storm,Tropical depression Crising (Shanshan),
1510,12730,Hydrological,Flood,,Persistent rainfall
1511,12731,Climatological,Drought,,Rainfall shortages
1512,12737,Hydrological,Flood,,"Rains, thunderstorms"
1513,12742,Climatological,Wildfire,,Dry Hamatan wind
1514,12743,Geophysical,Volcanic activity,Chaparrastique Volcano,
1515,12744,Hydrological,Flood,,Gu rains
1516,12766,Meteorological,Storm,Tropical Depression Agaton ( (Lingling),
1517,12771,Meteorological,Storm,Cyclone Beisja,
1518,12773,Meteorological,Storm,Ian,
1519,12776,Meteorological,Storm,Tropical Storm Lee,
1520,12783,Hydrological,Flood,,Heavy snowmelt and rains
1521,12786,Climatological,Wildfire,,Drought conditions and strong winds
1522,12792,Hydrological,Flood,,Monsoonla rains exacerbated by 3 tropical storms
1523,12802,Climatological,Drought,,Severe lack of rainand extreme temperature
1524,12813,Meteorological,Storm,Tropical storm Debby,
1525,12815,Climatological,Wildfire,Waldo Canyon Fire,
1526,12834,Hydrological,Flood,,"Heavy rains, low-levl troug system"
1527,12848,Meteorological,Storm,Cleon and Dion,
1528,12852,Hydrological,Flood,,Slow moving storm system
1529,12856,Hydrological,Flood,,Torrentiak rain
1530,12858,Climatological,Wildfire,,"Hot temperatures, gusty winds, dry forest conditions"
1531,12864,Hydrological,Flood,,Mosoonal rain and typhoon Usagi
1532,12866,Hydrological,Flood,,Tropical depression Podul
1533,12879,Meteorological,Storm,Typhoon Rammasun (Glenda),
1534,12881,Meteorological,Storm,Boris,
1535,12883,Climatological,Wildfire,,"Dry and warm winds, high temperature"
1536,12888,Meteorological,Storm,,Heavy monsoonal rain
1537,12890,Hydrological,Flood,,Torrential monsoon rains
1538,12910,Hydrological,Flood,,Depression 'Gonzalo'
1539,12914,Meteorological,Storm,Hagibis,
1540,12915,Meteorological,Storm,Typhoon Kalmaegi (Luis),
1541,12916,Meteorological,Storm,Cyclone Helen,
1542,12917,Meteorological,Storm,Ulla,
1543,12935,Hydrological,Flood,,Severe thunderstorm and heavy rainfall
1544,12944,Climatological,Drought,,"Lack of rain 2012 and 2013, high temperatures"
1545,12948,Meteorological,Storm,,Days of rains and hails
1546,12966,Meteorological,Storm,Typhoon Henry (Matmo),
1547,12967,Meteorological,Storm,Tropical strom Fung-Wong (Mario),
1548,12970,Hydrological,Flood,,Monsoonal rains and thunderstorms
1549,12971,Hydrological,Landslide,,Severe rain
1550,12972,Hydrological,Flood,,Haevy rainfall
1551,12976,Hydrological,Flood,,Rainy season
1552,12979,Geophysical,Volcanic activity,Pico do Fogo,
1553,13002,Meteorological,Storm,Hurricane Erika,
1554,13011,Meteorological,Storm,Hurricane 'Joaquin',
1555,13024,Hydrological,Flood,,Landslide blocked river
1556,13032,Hydrological,Landslide,,Heavy rains and snow melt
1557,13034,Meteorological,Storm,Cyclone 'Komen',
1558,13036,Meteorological,Storm,Typhoon' Maysak',
1559,13037,Meteorological,Storm,Tropical storm Kujira,
1560,13038,Meteorological,Storm,Typhoon 'Soudelor' (Hanna),
1561,13041,Meteorological,Storm,Storm Desmond (Ted),
1562,13050,Hydrological,Landslide,,Hevay snowfall
1563,13056,Geophysical,Volcanic activity,Calbuco,
1564,13061,Meteorological,Storm,Cyclone Lam ,
1565,13062,Meteorological,Storm,Cyclone 'Marcia',
1566,13063,Meteorological,Storm,Cyclone 'Olwyn',
1567,13074,Hydrological,Flood,,Heavy rains and strong winds
1568,13081,Hydrological,Landslide,,Rainfall
1569,13083,Climatological,Drought,,"Lack of rain, heat wave"
1570,13084,Climatological,Wildfire,,"Hot, dry and windy conditions"
1571,13086,Geophysical,Volcanic activity,Villarrica,
1572,13087,Climatological,Wildfire,,High temperatures and wind
1573,13097,Hydrological,Flood,,Heavy seasonal Mei-Yu rains
1574,13098,Hydrological,Flood,,Mei-Yu rains
1575,13100,Hydrological,Landslide,,Flood
1576,13101,Meteorological,Storm,Typhoon Chan-Home,
1577,13102,Meteorological,Storm,Tropical cyclone Linfa (Egay),
1578,13103,Meteorological,Storm,Typhoon Dujuan,
1579,13104,Meteorological,Storm,Typhoon Mujigae,
1580,13106,Hydrological,Flood,,Seasonal rains
1581,13114,Meteorological,Storm,Hurricane 'Fred',
1582,13115,Geophysical,Volcanic activity,Turrialba,
1583,13116,Climatological,Drought,,El Nino; long uninterrupted drought combined with heavy unseasonable rains
1584,13128,Climatological,Drought,,El NIno
1585,13133,Hydrological,Flood,,"Heavy rains, Storms Eva ad Franck"
1586,13148,Meteorological,Storm,Cyclone Roanu,
1587,13152,Meteorological,Storm,Cyclone Winston,
1588,13156,Hydrological,Flood,,Torrential arins
1589,13159,Hydrological,Flood,,"Torrential rains, El Nino"
1590,13162,Climatological,Wildfire,Fort McMurray wildfires,
1591,13167,Meteorological,Storm,Typhoon Butchoy (Nepartak),
1592,13169,Meteorological,Storm,Tropical cyclone Zena,
1593,13178,Hydrological,Flood,,Extreme rainfall
1594,13182,Climatological,Wildfire,Yarloop busfires,Lighthning
1595,13188,Meteorological,Storm,Tropical storm 'Earl',
1596,13218,Meteorological,Storm,Typhoon Neoguri,
1597,13219,Meteorological,Storm,Typhoon Phanfone,
1598,13220,Hydrological,Flood,,"Monsoon season, torrential rains"
1599,13222,Meteorological,Storm,Topical storm Basyang (Kajiki),
1600,13225,Meteorological,Storm,Hurricane Odile,
1601,13229,Meteorological,Storm,Tropical storm Nakri,
1602,13230,Meteorological,Storm,Tropical storm Trudy,
1603,13231,Meteorological,Storm,Typhoon 'Hagupit' (Ruby),
1604,13233,Climatological,Drought,,Short and poorrainy season
1605,13234,Meteorological,Storm,,Remnant low pressure system of cyclone Hudhud
1606,13235,Hydrological,Flood,,"Heavy rains, overflowing rivers after dam opening in Nepal"
1607,13241,Hydrological,Flood,,Torrential monsoonal rains; Typhoon Kalmaegi
1608,13250,Hydrological,Flood,,Incessant heavy rains
1609,13251,Meteorological,Storm,Tropical storm 'Jangmi' (Seniang),
1610,13256,Hydrological,Flood,,Prolonged heavy rainfall associated with a tropical depression
1611,13258,Meteorological,Storm,Tropical storm Dolly,
1612,13263,Meteorological,Storm,,Violents orages et impressionnantes crues d'oueds
1613,13264,Meteorological,Storm,Hurricane Marie,
1614,13265,Meteorological,Storm,Hurricane Norbert,
1615,13267,Meteorological,Storm,Tropical storm 'Sinlaku' (Queenie),
1616,13269,Climatological,Drought,,Rainfall deficit
1617,13271,Meteorological,Storm,Cyclone Hudhud,
1618,13273,Hydrological,Flood,,Heavy and unseasonal rain
1619,13282,Hydrological,Flood,,Torrential monsoonal rain
1620,13296,Hydrological,Landslide,,Torrential rainfall
1621,13297,Meteorological,Storm,Typhoon Halong,
1622,13298,Meteorological,Storm,Typhoon Vongfong,
1623,13300,Geophysical,Volcanic activity,Mt. Ontake,
1624,13301,Hydrological,Flood,,"Dam burst, snowmelt"
1625,13316,Hydrological,Landslide,,Torrential monsoon rains
1626,13322,Meteorological,Extreme temperature ,,Heavy snow falls
1627,13349,Geophysical,Volcanic activity,Mt. Bagana,
1628,13351,Meteorological,Storm,Cyclone Ita,
1629,13355,Hydrological,Flood,,Intense rains
1630,13364,Hydrological,Flood,,Heay rain
1631,13373,Climatological,Drought,,Dry conditions
1632,13377,Meteorological,Storm,Typhoon Nangka,
1633,13378,Meteorological,Storm,Tropical storm 'Chedza' ,
1634,13379,Meteorological,Storm,Tropical storm 'Amang' (Mekkhala),
1635,13380,Meteorological,Storm,Typhoon Goni (Ineng),
1636,13381,Meteorological,Storm,Typhoon Koppu (Lando),
1637,13382,Meteorological,Storm,Typhoon Melor (Nona),
1638,13392,Hydrological,Flood,,"Monsoon rains, exacerbated by tail end of Cyclone Komen"
1639,13393,Hydrological,Flood,,Torrential monsoonal rains
1640,13396,Hydrological,Flood,,"Heavy rains, tropical storm Etau"
1641,13400,Hydrological,Flood,,"Heavy rains, severe monsoon floods exacerbated by tail and of cyclone Komen"
1642,13407,Hydrological,Flood,,Enhanced southwest monsoon by two tropical storm 'Egay' and Falcon'
1643,13408,Hydrological,Flood,,Effects of inter-tropical convergence zone
1644,13414,Hydrological,Flood,,Inter-tropical convergence zone
1645,13415,Climatological,Drought,,El nino
1646,13417,Meteorological,Storm,Huda,
1647,13420,Meteorological,Storm,Tropical Storm Etau,
1648,13421,Meteorological,Storm,Cyclone 'Pam',
1649,13422,Meteorological,Storm,Hurricane Patricia,
1650,13427,Meteorological,Storm,Cyclone Megh,
1651,13428,Climatological,Drought,,"Late and erratic start to the rainy season, El Nino"
1652,13429,Climatological,Drought,,Low rainfall
1653,13430,Climatological,Drought,,Climatic conditions and refugees
1654,13453,Hydrological,Landslide,,Seosnal monsoon
1655,13455,Climatological,Drought,,Erratic rainfall
1656,13457,Hydrological,Flood,,Hearvy rain
1657,13458,Hydrological,Flood,,Tropical depression 'Rovan'
1658,13460,Hydrological,Flood,,Severe thunderstorms
1659,13468,Meteorological,Storm,Typhoon Noul (Dodong),
1660,13474,Hydrological,Flood,,"Sudden rise of temperature, snow melt"
1661,13486,Meteorological,Storm,Tropical storm 'Fundi',
1662,13500,Hydrological,Flood,,Raini season
1663,13526,Hydrological,Flood,,"Heavy rains, Tropical Cyclones Nathan and Pam "
1664,13534,Hydrological,Flood,,"Heavy rains, El Nino"
1665,13537,Climatological,Wildfire,,"extremely dry weather, high air temperatures and heavy wind"
1666,13542,Meteorological,Storm,Tropical cylone Raquel,
1667,13547,Meteorological,Storm,Cyclone Chapala,
1668,13548,Hydrological,Flood,,El NIno
1669,13549,Hydrological,Flood,,Seasonal Gu rains
1670,13560,Meteorological,Extreme temperature ,,Polar air mass flow
1671,13565,Hydrological,Flood,,Pre-monsoon rains
1672,13567,Hydrological,Flood,,"Heavy rains, Cyclone Roanu"
1673,13574,Meteorological,Storm,Hurricane Newton,
1674,13576,Climatological,Drought,,"Lack of rains, El NIno"
1675,13593,Hydrological,Landslide,,Thunderstorms
1676,13595,Climatological,Wildfire,,Combination of well above normal tempertaure and lack of rainfall
1677,13617,Climatological,Wildfire,,Combination of well above normal temperature and lack of rainfall
1678,13627,Hydrological,Flood,,"Heavy rains, remmants of Typhoon Lionrock"
1679,13631,Hydrological,Flood,,"Snwomelt, Ice jams and rising temperatures"
1680,13643,Climatological,Drought,,"Slow onset of rainy season followed by severe flooding and then long dry spell, El Nino"
1681,13651,Hydrological,Flood,,"Heavy rains, strong storm system"
1682,13652,Hydrological,Flood,,Heavy and extented rainfall
1683,13653,Hydrological,Flood,,Heavy rrains
1684,13654,Hydrological,Flood,,Massive rainfalls
1685,13663,Meteorological,Storm,Tropical cylone Lusi ,
1686,13672,Hydrological,Landslide,,Heavy rains and small earthquake
1687,13673,Meteorological,Storm,Hurricane Iselle,
1688,13674,Climatological,Wildfire,,"Excessive heat, drougth and winds"
1689,13697,Climatological,Wildfire,Valley Fire,"High temperature, Ligthning"
1690,13701,Meteorological,Storm,Storm Octavia,
1691,13709,Meteorological,Storm,Joaquin,
