,DisasterId,DisasterSubgroup,DisasterType,Event Name,Origin
100,1094,Meteorological,Storm,Amy,
101,1095,Geophysical,Volcanic activity,Lamington,
102,1102,Geophysical,Volcanic activity,Myozin-Syo,
103,1106,Meteorological,Storm,Emma,
104,1107,Meteorological,Storm,"Trixy, Wilma",
105,1114,Hydrological,Flood,,Storm and wave surge
106,1125,Geophysical,Volcanic activity,Ruapehu,
107,1144,Meteorological,Storm,Carol,
108,1152,Meteorological,Storm,Hilda,
109,1159,Meteorological,Storm,Diane,
110,1173,Geophysical,Volcanic activity,Mount Bezymianny,
111,1189,Geophysical,Volcanic activity,Manam,
112,1194,Meteorological,Storm,Audrey,
113,1197,Meteorological,Storm,Ida,
114,1205,Meteorological,Storm,Vera,
115,1209,Meteorological,Storm,Sarah,
116,1212,Meteorological,Storm,"Beulah, Manzanillo",
117,1214,Meteorological,Storm,Beatrice,
118,1219,Meteorological,Storm,"Typhoon ""Ellen""",
119,1231,Meteorological,Storm,Abby,
120,1235,Meteorological,Storm,Corine,
121,1239,Meteorological,Storm,Lucille,
122,1240,Meteorological,Storm,Olive,
123,1241,Meteorological,Storm,Kit,
124,1242,Meteorological,Storm,Lola,
125,1256,Meteorological,Storm,Tara,
126,1261,Meteorological,Storm,Carla,
127,1275,Meteorological,Storm,Harriet,
128,1321,Meteorological,Storm,Winnie (Dading),
129,1322,Meteorological,Storm,Louise,
130,1335,Meteorological,Storm,Dora,
131,1340,Meteorological,Storm,Dinah,
132,1341,Meteorological,Storm,Jean,
133,1356,Geophysical,Volcanic activity,Mt. Taal,
134,1375,Meteorological,Storm,Alice & Cora,
135,1388,Meteorological,Storm,Aning,
136,1393,Meteorological,Storm,Angela,
137,1401,Meteorological,Storm,Judy,
138,1408,Meteorological,Storm,Billie,
139,1409,Meteorological,Storm,Diana,
140,1413,Meteorological,Storm,Beulah,
141,1416,Meteorological,Storm,"Katrina, Beulah, Fern",
142,1423,Meteorological,Storm,"Carmen, Monica",
143,1431,Meteorological,Storm,Emma (Welming),
144,1433,Meteorological,Storm,Annie,
145,1440,Meteorological,Storm,Hurricane Beulah,
146,1462,Meteorological,Storm,Georgette,
147,1467,Meteorological,Storm,Brenda,
148,1473,Meteorological,Storm,Giselle,
149,1476,Geophysical,Volcanic activity,Mount Mayon,
150,1478,Meteorological,Storm,"Mamie, Nina, Ora",
151,1480,Meteorological,Storm,Becky,
152,1498,Meteorological,Storm,Dany,
153,1504,Meteorological,Storm,Colleen,
154,1510,Geophysical,Volcanic activity,Mount Kanlaon,
155,1518,Meteorological,Storm,Elsie & Flossie,
156,1520,Meteorological,Storm,Camille,
157,1537,Meteorological,Storm,Dorothy,
158,1547,Meteorological,Storm,Fran & Georgia,
159,1548,Meteorological,Storm,"Joan, Kate",
160,1549,Meteorological,Storm,Patsy,
161,1550,Meteorological,Storm,Oyang,
162,1551,Meteorological,Storm,Katy (Pitang),
163,1552,Meteorological,Storm,Sening,
164,1553,Meteorological,Storm,Titang,
165,1554,Meteorological,Storm,Yoling,
166,1559,Meteorological,Storm,Celia,
167,1573,Geophysical,Volcanic activity,Cerro Negro,
168,1578,Meteorological,Storm,Dinah (Herming),
169,1583,Geophysical,Volcanic activity,Tinakula,
170,1594,Meteorological,Storm,Helen,
171,1599,Meteorological,Storm,Eugenie,
172,1601,Meteorological,Storm,Fabienne,
173,1610,Meteorological,Storm,Kit (Asiang),
174,1611,Meteorological,Storm,Ora,
175,1612,Meteorological,Storm,Therese (Undang),
176,1614,Meteorological,Storm,Hannah,
177,1622,Geophysical,Volcanic activity,Eldafjell,
178,1626,Meteorological,Storm,Gilda,
179,1636,Meteorological,Storm,Nora (Luming),
180,1660,Meteorological,Storm,Dinah (Bising),
181,1661,Meteorological,Storm,Ivy (Iliang),
182,1662,Meteorological,Storm,Bess (Susang),
183,1663,Meteorological,Storm,Carmen (Tering),
184,1664,Meteorological,Storm,Elaine (Wening),
185,1665,Meteorological,Storm,Gloria (Aning),
186,1666,Meteorological,Storm,Irma (Bidang),
187,1672,Meteorological,Storm,Alma,
188,1683,Meteorological,Storm,Phyllis,
189,1686,Meteorological,Storm,Deborah & Ines,
190,1687,Meteorological,Storm,Olivia,
191,1691,Meteorological,Storm,Gervaise,
192,1692,Meteorological,Storm,Alison,
193,1695,Meteorological,Storm,Lola (Auring),
194,1704,Meteorological,Storm,Eloise,
195,1715,Meteorological,Storm,Liza,
196,1720,Meteorological,Storm,David,
197,1730,Meteorological,Storm,Olga (Didang),
198,1731,Meteorological,Storm,Ruby (Huaning),
199,1732,Meteorological,Storm,Nora (Aring),
200,1752,Geophysical,Volcanic activity,Mount Usu,
201,1754,Meteorological,Storm,Babe,
202,1767,Meteorological,Storm,Emilie,
203,1768,Meteorological,Storm,Anita,
204,1781,Meteorological,Storm,Dinah (Openg),
205,1782,Meteorological,Storm,Kim (Unding),
206,1783,Meteorological,Storm,(Elang),
207,1784,Meteorological,Storm,(Ibiang),
208,1793,Geophysical,Volcanic activity,La Fournaise,
209,1804,Meteorological,Storm,Ernie,
210,1808,Meteorological,Storm,Thelma & Vera,
211,1826,Meteorological,Storm,Irma,
212,1842,Geophysical,Volcanic activity,Bulusan,
213,1843,Meteorological,Storm,Caroline,
214,1844,Meteorological,Storm,Nina,
215,1845,Meteorological,Storm,Rita (Kading),
